id,name,region,metropolitan_area,province,province_initials,catastal_code,,,cap,,
6475,Volturino,Puglia,,Foggia,FG,M132,0,0,71030,0,0
6476,Ordona,Puglia,,Foggia,FG,M266,0,0,71040,0,0
6477,Zapponeta,Puglia,,Foggia,FG,M267,0,0,71030,0,0
6478,Acquaviva delle Fonti,Puglia,Bari,,BA,A048,0,0,70021,0,0
6479,Adelfia,Puglia,Bari,,BA,A055,0,0,70010,0,0
6480,Alberobello,Puglia,Bari,,BA,A149,0,0,70011,0,0
6481,Altamura,Puglia,Bari,,BA,A225,0,0,70022,0,0
6482,Bari,Puglia,Bari,,BA,A662,1,1,70100,70132,70121
6483,Binetto,Puglia,Bari,,BA,A874,0,0,70020,0,0
6484,Bitetto,Puglia,Bari,,BA,A892,0,0,70020,0,0
6485,Bitonto,Puglia,Bari,,BA,A893,0,0,70032,0,0
6486,Bitritto,Puglia,Bari,,BA,A894,0,0,70020,0,0
6487,Capurso,Puglia,Bari,,BA,B716,0,0,70010,0,0
6488,Casamassima,Puglia,Bari,,BA,B923,0,0,70010,0,0
6489,Cassano delle Murge,Puglia,Bari,,BA,B998,0,0,70020,0,0
6490,Castellana Grotte,Puglia,Bari,,BA,C134,0,0,70013,0,0
6491,Cellamare,Puglia,Bari,,BA,C436,0,0,70010,0,0
6492,Conversano,Puglia,Bari,,BA,C975,0,0,70014,0,0
6493,Corato,Puglia,Bari,,BA,C983,0,0,70033,0,0
6494,Gioia del Colle,Puglia,Bari,,BA,E038,0,0,70023,0,0
6495,Giovinazzo,Puglia,Bari,,BA,E047,0,0,70054,0,0
6496,Gravina in Puglia,Puglia,Bari,,BA,E155,0,0,70024,0,0
6497,Grumo Appula,Puglia,Bari,,BA,E223,0,0,70025,0,0
6498,Locorotondo,Puglia,Bari,,BA,E645,0,0,70010,0,0
6499,Modugno,Puglia,Bari,,BA,F262,0,0,70026,0,0
6500,Mola di Bari,Puglia,Bari,,BA,F280,0,0,70042,0,0
6501,Molfetta,Puglia,Bari,,BA,F284,0,0,70056,0,0
6502,Monopoli,Puglia,Bari,,BA,F376,0,0,70043,0,0
6503,Noci,Puglia,Bari,,BA,F915,0,0,70015,0,0
6504,Noicattaro,Puglia,Bari,,BA,F923,0,0,70016,0,0
6505,Palo del Colle,Puglia,Bari,,BA,G291,0,0,70027,0,0
6506,Poggiorsini,Puglia,Bari,,BA,G769,0,0,70020,0,0
6507,Polignano a Mare,Puglia,Bari,,BA,G787,0,0,70044,0,0
6508,Putignano,Puglia,Bari,,BA,H096,0,0,70017,0,0
6509,Rutigliano,Puglia,Bari,,BA,H643,0,0,70018,0,0
6510,Ruvo di Puglia,Puglia,Bari,,BA,H645,0,0,70037,0,0
6511,Sammichele di Bari,Puglia,Bari,,BA,H749,0,0,70010,0,0
6512,Sannicandro di Bari,Puglia,Bari,,BA,I053,0,0,70028,0,0
6513,Santeramo in Colle,Puglia,Bari,,BA,I330,0,0,70029,0,0
6514,Terlizzi,Puglia,Bari,,BA,L109,0,0,70038,0,0
6515,Toritto,Puglia,Bari,,BA,L220,0,0,70020,0,0
6516,Triggiano,Puglia,Bari,,BA,L425,0,0,70019,0,0
6517,Turi,Puglia,Bari,,BA,L472,0,0,70010,0,0
6518,Valenzano,Puglia,Bari,,BA,L571,0,0,70010,0,0
6519,Avetrana,Puglia,,Taranto,TA,A514,0,0,74020,0,0
6520,Carosino,Puglia,,Taranto,TA,B808,0,0,74021,0,0
6521,Castellaneta,Puglia,,Taranto,TA,C136,0,0,74011,0,0
6522,Crispiano,Puglia,,Taranto,TA,D171,0,0,74012,0,0
6523,Faggiano,Puglia,,Taranto,TA,D463,0,0,74020,0,0
6524,Fragagnano,Puglia,,Taranto,TA,D754,0,0,74022,0,0
6525,Ginosa,Puglia,,Taranto,TA,E036,0,0,74013,0,0
6526,Grottaglie,Puglia,,Taranto,TA,E205,0,0,74023,0,0
6527,Laterza,Puglia,,Taranto,TA,E469,0,0,74014,0,0
6528,Leporano,Puglia,,Taranto,TA,E537,0,0,74020,0,0
6529,Lizzano,Puglia,,Taranto,TA,E630,0,0,74020,0,0
6530,Manduria,Puglia,,Taranto,TA,E882,0,0,74024,0,0
6531,Martina Franca,Puglia,,Taranto,TA,E986,0,0,74015,0,0
6532,Maruggio,Puglia,,Taranto,TA,E995,0,0,74020,0,0
6533,Massafra,Puglia,,Taranto,TA,F027,0,0,74016,0,0
6534,Monteiasi,Puglia,,Taranto,TA,F531,0,0,74020,0,0
6535,Montemesola,Puglia,,Taranto,TA,F563,0,0,74020,0,0
6536,Monteparano,Puglia,,Taranto,TA,F587,0,0,74020,0,0
6537,Mottola,Puglia,,Taranto,TA,F784,0,0,74017,0,0
6538,Palagianello,Puglia,,Taranto,TA,G251,0,0,74018,0,0
6539,Palagiano,Puglia,,Taranto,TA,G252,0,0,74019,0,0
6540,Pulsano,Puglia,,Taranto,TA,H090,0,0,74026,0,0
6541,Roccaforzata,Puglia,,Taranto,TA,H409,0,0,74020,0,0
6542,San Giorgio Ionico,Puglia,,Taranto,TA,H882,0,0,74027,0,0
6543,San Marzano di San Giuseppe,Puglia,,Taranto,TA,I018,0,0,74020,0,0
6544,Sava,Puglia,,Taranto,TA,I467,0,0,74028,0,0
6545,Taranto,Puglia,,Taranto,TA,L049,1,1,74100,74123,74121
6546,Torricella,Puglia,,Taranto,TA,L294,0,0,74020,0,0
6547,Statte,Puglia,,Taranto,TA,M298,0,0,74010,0,0
6548,Brindisi,Puglia,,Brindisi,BR,B180,1,0,72100,0,0
6549,Carovigno,Puglia,,Brindisi,BR,B809,0,0,72012,0,0
6550,Ceglie Messapica,Puglia,,Brindisi,BR,C424,0,0,72013,0,0
6551,Cellino San Marco,Puglia,,Brindisi,BR,C448,0,0,72020,0,0
6552,Cisternino,Puglia,,Brindisi,BR,C741,0,0,72014,0,0
6553,Erchie,Puglia,,Brindisi,BR,D422,0,0,72020,0,0
6554,Fasano,Puglia,,Brindisi,BR,D508,0,0,72015,0,0
6555,Francavilla Fontana,Puglia,,Brindisi,BR,D761,0,0,72021,0,0
6556,Latiano,Puglia,,Brindisi,BR,E471,0,0,72022,0,0
6557,Mesagne,Puglia,,Brindisi,BR,F152,0,0,72023,0,0
6558,Oria,Puglia,,Brindisi,BR,G098,0,0,72024,0,0
6559,Ostuni,Puglia,,Brindisi,BR,G187,0,0,72017,0,0
6560,San Donaci,Puglia,,Brindisi,BR,H822,0,0,72025,0,0
6561,San Michele Salentino,Puglia,,Brindisi,BR,I045,0,0,72018,0,0
6562,San Pancrazio Salentino,Puglia,,Brindisi,BR,I066,0,0,72026,0,0
6563,San Pietro Vernotico,Puglia,,Brindisi,BR,I119,0,0,72027,0,0
6564,San Vito dei Normanni,Puglia,,Brindisi,BR,I396,0,0,72019,0,0
6565,Torchiarolo,Puglia,,Brindisi,BR,L213,0,0,72020,0,0
6566,Torre Santa Susanna,Puglia,,Brindisi,BR,L280,0,0,72028,0,0
6567,Villa Castelli,Puglia,,Brindisi,BR,L920,0,0,72029,0,0
6568,Acquarica del Capo,Puglia,,Lecce,LE,A042,0,0,73040,0,0
6569,Alessano,Puglia,,Lecce,LE,A184,0,0,73031,0,0
6570,Alezio,Puglia,,Lecce,LE,A185,0,0,73011,0,0
6571,Alliste,Puglia,,Lecce,LE,A208,0,0,73040,0,0
6572,Andrano,Puglia,,Lecce,LE,A281,0,0,73032,0,0
6573,Aradeo,Puglia,,Lecce,LE,A350,0,0,73040,0,0
6574,Arnesano,Puglia,,Lecce,LE,A425,0,0,73010,0,0
6575,Bagnolo del Salento,Puglia,,Lecce,LE,A572,0,0,73020,0,0
6576,Botrugno,Puglia,,Lecce,LE,B086,0,0,73020,0,0
6577,Calimera,Puglia,,Lecce,LE,B413,0,0,73021,0,0
6578,Campi Salentina,Puglia,,Lecce,LE,B506,0,0,73012,0,0
6579,Cannole,Puglia,,Lecce,LE,B616,0,0,73020,0,0
6580,Caprarica di Lecce,Puglia,,Lecce,LE,B690,0,0,73010,0,0
6581,Carmiano,Puglia,,Lecce,LE,B792,0,0,73041,0,0
6582,Carpignano Salentino,Puglia,,Lecce,LE,B822,0,0,73020,0,0
6583,Casarano,Puglia,,Lecce,LE,B936,0,0,73042,0,0
6584,Castri di Lecce,Puglia,,Lecce,LE,C334,0,0,73020,0,0
6585,Castrignano de' Greci,Puglia,,Lecce,LE,C335,0,0,73020,0,0
6586,Castrignano del Capo,Puglia,,Lecce,LE,C336,0,0,73040,0,0
6587,Cavallino,Puglia,,Lecce,LE,C377,0,0,73020,0,0
6588,Collepasso,Puglia,,Lecce,LE,C865,0,0,73040,0,0
6589,Copertino,Puglia,,Lecce,LE,C978,0,0,73043,0,0
6590,Corigliano d'Otranto,Puglia,,Lecce,LE,D006,0,0,73022,0,0
6591,Corsano,Puglia,,Lecce,LE,D044,0,0,73033,0,0
6592,Cursi,Puglia,,Lecce,LE,D223,0,0,73020,0,0
6593,Cutrofiano,Puglia,,Lecce,LE,D237,0,0,73020,0,0
6594,Diso,Puglia,,Lecce,LE,D305,0,0,73030,0,0
6595,Gagliano del Capo,Puglia,,Lecce,LE,D851,0,0,73034,0,0
6596,Galatina,Puglia,,Lecce,LE,D862,0,0,73013,0,0
6597,Galatone,Puglia,,Lecce,LE,D863,0,0,73044,0,0
6598,Gallipoli,Puglia,,Lecce,LE,D883,0,0,73014,0,0
6599,Giuggianello,Puglia,,Lecce,LE,E053,0,0,73030,0,0
6600,Giurdignano,Puglia,,Lecce,LE,E061,0,0,73020,0,0
6601,Guagnano,Puglia,,Lecce,LE,E227,0,0,73010,0,0
6602,Lecce,Puglia,,Lecce,LE,E506,1,0,73100,0,0
6603,Lequile,Puglia,,Lecce,LE,E538,0,0,73010,0,0
6604,Leverano,Puglia,,Lecce,LE,E563,0,0,73045,0,0
6605,Lizzanello,Puglia,,Lecce,LE,E629,0,0,73023,0,0
6606,Maglie,Puglia,,Lecce,LE,E815,0,0,73024,0,0
6607,Martano,Puglia,,Lecce,LE,E979,0,0,73025,0,0
6608,Martignano,Puglia,,Lecce,LE,E984,0,0,73020,0,0
6609,Matino,Puglia,,Lecce,LE,F054,0,0,73046,0,0
6610,Melendugno,Puglia,,Lecce,LE,F101,0,0,73026,0,0
6611,Melissano,Puglia,,Lecce,LE,F109,0,0,73040,0,0
6612,Melpignano,Puglia,,Lecce,LE,F117,0,0,73020,0,0
6613,Miggiano,Puglia,,Lecce,LE,F194,0,0,73035,0,0
6614,Minervino di Lecce,Puglia,,Lecce,LE,F221,0,0,73027,0,0
6615,Monteroni di Lecce,Puglia,,Lecce,LE,F604,0,0,73047,0,0
6616,Montesano Salentino,Puglia,,Lecce,LE,F623,0,0,73030,0,0
6617,Morciano di Leuca,Puglia,,Lecce,LE,F716,0,0,73040,0,0
6618,Muro Leccese,Puglia,,Lecce,LE,F816,0,0,73036,0,0
6619,Nardò,Puglia,,Lecce,LE,F842,0,0,73048,73048,0
6620,Neviano,Puglia,,Lecce,LE,F881,0,0,73040,0,0
6621,Nociglia,Puglia,,Lecce,LE,F916,0,0,73020,0,0
6622,Novoli,Puglia,,Lecce,LE,F970,0,0,73051,0,0
6623,Ortelle,Puglia,,Lecce,LE,G136,0,0,73030,0,0
6624,Otranto,Puglia,,Lecce,LE,G188,0,0,73028,0,0
6625,Palmariggi,Puglia,,Lecce,LE,G285,0,0,73020,0,0
6626,Parabita,Puglia,,Lecce,LE,G325,0,0,73052,0,0
6627,Patù,Puglia,,Lecce,LE,G378,0,0,73053,0,0
6628,Poggiardo,Puglia,,Lecce,LE,G751,0,0,73037,0,0
6629,Presicce,Puglia,,Lecce,LE,H047,0,0,73054,0,0
6630,Racale,Puglia,,Lecce,LE,H147,0,0,73055,0,0
6631,Ruffano,Puglia,,Lecce,LE,H632,0,0,73049,0,0
6632,Salice Salentino,Puglia,,Lecce,LE,H708,0,0,73015,0,0
6633,Salve,Puglia,,Lecce,LE,H729,0,0,73050,0,0
6634,Sanarica,Puglia,,Lecce,LE,H757,0,0,73030,0,0
6635,San Cesario di Lecce,Puglia,,Lecce,LE,H793,0,0,73016,0,0
6636,San Donato di Lecce,Puglia,,Lecce,LE,H826,0,0,73010,0,0
6637,Sannicola,Puglia,,Lecce,LE,I059,0,0,73017,0,0
6638,San Pietro in Lama,Puglia,,Lecce,LE,I115,0,0,73010,0,0
6639,Santa Cesarea Terme,Puglia,,Lecce,LE,I172,0,0,73020,0,0
6640,Scorrano,Puglia,,Lecce,LE,I549,0,0,73020,0,0
6641,Seclì,Puglia,,Lecce,LE,I559,0,0,73050,0,0
6642,Sogliano Cavour,Puglia,,Lecce,LE,I780,0,0,73010,0,0
6643,Soleto,Puglia,,Lecce,LE,I800,0,0,73010,0,0
6644,Specchia,Puglia,,Lecce,LE,I887,0,0,73040,0,0
6645,Spongano,Puglia,,Lecce,LE,I923,0,0,73038,0,0
6646,Squinzano,Puglia,,Lecce,LE,I930,0,0,73018,0,0
6647,Sternatia,Puglia,,Lecce,LE,I950,0,0,73010,0,0
6648,Supersano,Puglia,,Lecce,LE,L008,0,0,73040,0,0
6649,Surano,Puglia,,Lecce,LE,L010,0,0,73030,0,0
6650,Surbo,Puglia,,Lecce,LE,L011,0,0,73010,0,0
6651,Taurisano,Puglia,,Lecce,LE,L064,0,0,73056,0,0
6652,Taviano,Puglia,,Lecce,LE,L074,0,0,73057,0,0
6653,Tiggiano,Puglia,,Lecce,LE,L166,0,0,73030,0,0
6654,Trepuzzi,Puglia,,Lecce,LE,L383,0,0,73019,0,0
6655,Tricase,Puglia,,Lecce,LE,L419,0,0,73039,0,0
6656,Tuglie,Puglia,,Lecce,LE,L462,0,0,73058,0,0
6657,Ugento,Puglia,,Lecce,LE,L484,0,0,73059,0,0
6658,Uggiano la Chiesa,Puglia,,Lecce,LE,L485,0,0,73020,0,0
6659,Veglie,Puglia,,Lecce,LE,L711,0,0,73010,0,0
6660,Vernole,Puglia,,Lecce,LE,L776,0,0,73029,0,0
6661,Zollino,Puglia,,Lecce,LE,M187,0,0,73010,0,0
6662,San Cassiano,Puglia,,Lecce,LE,M264,0,0,73020,0,0
6663,Castro,Puglia,,Lecce,LE,M261,0,0,73030,0,0
6664,Porto Cesareo,Puglia,,Lecce,LE,M263,0,0,73010,0,0
6665,Andria,Puglia,,Barletta-Andria-Trani,BT,A285,1,0,76123,0,0
6666,Barletta,Puglia,,Barletta-Andria-Trani,BT,A669,1,0,70051,0,0
6667,Bisceglie,Puglia,,Barletta-Andria-Trani,BT,A883,0,0,70052,0,0
6668,Canosa di Puglia,Puglia,,Barletta-Andria-Trani,BT,B619,0,0,70053,0,0
6669,Margherita di Savoia,Puglia,,Barletta-Andria-Trani,BT,E946,0,0,71044,0,0
6670,Minervino Murge,Puglia,,Barletta-Andria-Trani,BT,F220,0,0,70055,0,0
6671,San Ferdinando di Puglia,Puglia,,Barletta-Andria-Trani,BT,H839,0,0,71046,0,0
6672,Spinazzola,Puglia,,Barletta-Andria-Trani,BT,I907,0,0,70058,0,0
6673,Trani,Puglia,,Barletta-Andria-Trani,BT,L328,1,0,70059,0,0
6674,Trinitapoli,Puglia,,Barletta-Andria-Trani,BT,B915,0,0,71049,0,0
6675,Abriola,Basilicata,,Potenza,PZ,A013,0,0,85010,0,0
6676,Acerenza,Basilicata,,Potenza,PZ,A020,0,0,85011,0,0
6677,Albano di Lucania,Basilicata,,Potenza,PZ,A131,0,0,85010,0,0
6678,Anzi,Basilicata,,Potenza,PZ,A321,0,0,85010,0,0
6679,Armento,Basilicata,,Potenza,PZ,A415,0,0,85010,0,0
6680,Atella,Basilicata,,Potenza,PZ,A482,0,0,85020,0,0
6681,Avigliano,Basilicata,,Potenza,PZ,A519,0,0,85021,0,0
6682,Balvano,Basilicata,,Potenza,PZ,A604,0,0,85050,0,0
6683,Banzi,Basilicata,,Potenza,PZ,A612,0,0,85010,0,0
6684,Baragiano,Basilicata,,Potenza,PZ,A615,0,0,85050,0,0
6685,Barile,Basilicata,,Potenza,PZ,A666,0,0,85022,0,0
6686,Bella,Basilicata,,Potenza,PZ,A743,0,0,85051,0,0
6687,Brienza,Basilicata,,Potenza,PZ,B173,0,0,85050,0,0
6688,Brindisi Montagna,Basilicata,,Potenza,PZ,B181,0,0,85010,0,0
6689,Calvello,Basilicata,,Potenza,PZ,B440,0,0,85010,0,0
6690,Calvera,Basilicata,,Potenza,PZ,B443,0,0,85030,0,0
6691,Campomaggiore,Basilicata,,Potenza,PZ,B549,0,0,85010,0,0
6692,Cancellara,Basilicata,,Potenza,PZ,B580,0,0,85010,0,0
6693,Carbone,Basilicata,,Potenza,PZ,B743,0,0,85030,0,0
6694,San Paolo Albanese,Basilicata,,Potenza,PZ,B906,0,0,85030,0,0
6695,Castelgrande,Basilicata,,Potenza,PZ,C120,0,0,85050,0,0
6696,Castelluccio Inferiore,Basilicata,,Potenza,PZ,C199,0,0,85040,0,0
6697,Castelluccio Superiore,Basilicata,,Potenza,PZ,C201,0,0,85040,0,0
6698,Castelmezzano,Basilicata,,Potenza,PZ,C209,0,0,85010,0,0
6699,Castelsaraceno,Basilicata,,Potenza,PZ,C271,0,0,85031,0,0
6700,Castronuovo di Sant'Andrea,Basilicata,,Potenza,PZ,C345,0,0,85030,0,0
6701,Cersosimo,Basilicata,,Potenza,PZ,C539,0,0,85030,0,0
6702,Chiaromonte,Basilicata,,Potenza,PZ,C619,0,0,85032,0,0
6703,Corleto Perticara,Basilicata,,Potenza,PZ,D010,0,0,85012,0,0
6704,Episcopia,Basilicata,,Potenza,PZ,D414,0,0,85033,0,0
6705,Fardella,Basilicata,,Potenza,PZ,D497,0,0,85034,0,0
6706,Filiano,Basilicata,,Potenza,PZ,D593,0,0,85020,0,0
6707,Forenza,Basilicata,,Potenza,PZ,D696,0,0,85023,0,0
6708,Francavilla in Sinni,Basilicata,,Potenza,PZ,D766,0,0,85034,0,0
6709,Gallicchio,Basilicata,,Potenza,PZ,D876,0,0,85010,0,0
6710,Genzano di Lucania,Basilicata,,Potenza,PZ,D971,0,0,85013,0,0
6711,Grumento Nova,Basilicata,,Potenza,PZ,E221,0,0,85050,0,0
6712,Guardia Perticara,Basilicata,,Potenza,PZ,E246,0,0,85010,0,0
6713,Lagonegro,Basilicata,,Potenza,PZ,E409,0,0,85042,0,0
6714,Latronico,Basilicata,,Potenza,PZ,E474,0,0,85043,0,0
6715,Laurenzana,Basilicata,,Potenza,PZ,E482,0,0,85014,0,0
6716,Lauria,Basilicata,,Potenza,PZ,E483,0,0,85044,0,0
6717,Lavello,Basilicata,,Potenza,PZ,E493,0,0,85024,0,0
6718,Maratea,Basilicata,,Potenza,PZ,E919,0,0,85046,0,0
6719,Marsico Nuovo,Basilicata,,Potenza,PZ,E976,0,0,85052,0,0
6720,Marsicovetere,Basilicata,,Potenza,PZ,E977,0,0,85050,0,0
6721,Maschito,Basilicata,,Potenza,PZ,F006,0,0,85020,0,0
6722,Melfi,Basilicata,,Potenza,PZ,F104,0,0,85025,0,0
6723,Missanello,Basilicata,,Potenza,PZ,F249,0,0,85010,0,0
6724,Moliterno,Basilicata,,Potenza,PZ,F295,0,0,85047,0,0
6725,Montemilone,Basilicata,,Potenza,PZ,F568,0,0,85020,0,0
6726,Montemurro,Basilicata,,Potenza,PZ,F573,0,0,85053,0,0
6727,Muro Lucano,Basilicata,,Potenza,PZ,F817,0,0,85054,0,0
6728,Nemoli,Basilicata,,Potenza,PZ,F866,0,0,85040,0,0
6729,Noepoli,Basilicata,,Potenza,PZ,F917,0,0,85035,0,0
6730,Oppido Lucano,Basilicata,,Potenza,PZ,G081,0,0,85015,0,0
6731,Palazzo San Gervasio,Basilicata,,Potenza,PZ,G261,0,0,85026,0,0
6732,Pescopagano,Basilicata,,Potenza,PZ,G496,0,0,85020,0,0
6733,Picerno,Basilicata,,Potenza,PZ,G590,0,0,85055,0,0
6734,Pietragalla,Basilicata,,Potenza,PZ,G616,0,0,85016,0,0
6735,Pietrapertosa,Basilicata,,Potenza,PZ,G623,0,0,85010,0,0
6736,Pignola,Basilicata,,Potenza,PZ,G663,0,0,85010,0,0
6737,Potenza,Basilicata,,Potenza,PZ,G942,1,0,85100,0,0
6738,Rapolla,Basilicata,,Potenza,PZ,H186,0,0,85027,0,0
6739,Rapone,Basilicata,,Potenza,PZ,H187,0,0,85020,0,0
6740,Rionero in Vulture,Basilicata,,Potenza,PZ,H307,0,0,85028,0,0
6741,Ripacandida,Basilicata,,Potenza,PZ,H312,0,0,85020,0,0
6742,Rivello,Basilicata,,Potenza,PZ,H348,0,0,85040,0,0
6743,Roccanova,Basilicata,,Potenza,PZ,H426,0,0,85036,0,0
6744,Rotonda,Basilicata,,Potenza,PZ,H590,0,0,85048,0,0
6745,Ruoti,Basilicata,,Potenza,PZ,H641,0,0,85056,0,0
6746,Ruvo del Monte,Basilicata,,Potenza,PZ,H646,0,0,85020,0,0
6747,San Chirico Nuovo,Basilicata,,Potenza,PZ,H795,0,0,85010,0,0
6748,San Chirico Raparo,Basilicata,,Potenza,PZ,H796,0,0,85030,0,0
6749,San Costantino Albanese,Basilicata,,Potenza,PZ,H808,0,0,85030,0,0
6750,San Fele,Basilicata,,Potenza,PZ,H831,0,0,85020,0,0
6751,San Martino d'Agri,Basilicata,,Potenza,PZ,H994,0,0,85030,0,0
6752,San Severino Lucano,Basilicata,,Potenza,PZ,I157,0,0,85030,0,0
6753,Sant'Angelo Le Fratte,Basilicata,,Potenza,PZ,I288,0,0,85050,0,0
6754,Sant'Arcangelo,Basilicata,,Potenza,PZ,I305,0,0,85037,0,0
6755,Sarconi,Basilicata,,Potenza,PZ,I426,0,0,85050,0,0
6756,Sasso di Castalda,Basilicata,,Potenza,PZ,I457,0,0,85050,0,0
6757,Satriano di Lucania,Basilicata,,Potenza,PZ,G614,0,0,85050,0,0
6758,Savoia di Lucania,Basilicata,,Potenza,PZ,H730,0,0,85050,0,0
6759,Senise,Basilicata,,Potenza,PZ,I610,0,0,85038,0,0
6760,Spinoso,Basilicata,,Potenza,PZ,I917,0,0,85039,0,0
6761,Teana,Basilicata,,Potenza,PZ,L082,0,0,85032,0,0
6762,Terranova di Pollino,Basilicata,,Potenza,PZ,L126,0,0,85030,0,0
6763,Tito,Basilicata,,Potenza,PZ,L181,0,0,85050,0,0
6764,Tolve,Basilicata,,Potenza,PZ,L197,0,0,85017,0,0
6765,Tramutola,Basilicata,,Potenza,PZ,L326,0,0,85057,0,0
6766,Trecchina,Basilicata,,Potenza,PZ,L357,0,0,85049,0,0
6767,Trivigno,Basilicata,,Potenza,PZ,L439,0,0,85018,0,0
6768,Vaglio Basilicata,Basilicata,,Potenza,PZ,L532,0,0,85010,0,0
6769,Venosa,Basilicata,,Potenza,PZ,L738,0,0,85029,0,0
6770,Vietri di Potenza,Basilicata,,Potenza,PZ,L859,0,0,85058,0,0
6771,Viggianello,Basilicata,,Potenza,PZ,L873,0,0,85040,0,0
6772,Viggiano,Basilicata,,Potenza,PZ,L874,0,0,85059,0,0
6773,Ginestra,Basilicata,,Potenza,PZ,E033,0,0,85020,0,0
6774,Paterno,Basilicata,,Potenza,PZ,M269,0,0,85050,0,0
6775,Accettura,Basilicata,,Matera,MT,A017,0,0,75011,0,0
6776,Aliano,Basilicata,,Matera,MT,A196,0,0,75010,0,0
6777,Bernalda,Basilicata,,Matera,MT,A801,0,0,75012,0,0
6778,Calciano,Basilicata,,Matera,MT,B391,0,0,75010,0,0
6779,Cirigliano,Basilicata,,Matera,MT,C723,0,0,75010,0,0
6780,Colobraro,Basilicata,,Matera,MT,C888,0,0,75021,0,0
6781,Craco,Basilicata,,Matera,MT,D128,0,0,75010,0,0
6782,Ferrandina,Basilicata,,Matera,MT,D547,0,0,75013,0,0
6783,Garaguso,Basilicata,,Matera,MT,D909,0,0,75010,0,0
6784,Gorgoglione,Basilicata,,Matera,MT,E093,0,0,75010,0,0
6785,Grassano,Basilicata,,Matera,MT,E147,0,0,75014,0,0
6786,Grottole,Basilicata,,Matera,MT,E213,0,0,75010,0,0
6787,Irsina,Basilicata,,Matera,MT,E326,0,0,75022,0,0
6788,Matera,Basilicata,,Matera,MT,F052,1,0,75100,0,0
6789,Miglionico,Basilicata,,Matera,MT,F201,0,0,75010,0,0
6790,Montalbano Jonico,Basilicata,,Matera,MT,F399,0,0,75023,0,0
6791,Montescaglioso,Basilicata,,Matera,MT,F637,0,0,75024,0,0
6792,Nova Siri,Basilicata,,Matera,MT,A942,0,0,75020,0,0
6793,Oliveto Lucano,Basilicata,,Matera,MT,G037,0,0,75010,0,0
6794,Pisticci,Basilicata,,Matera,MT,G712,0,0,75015,0,0
6795,Policoro,Basilicata,,Matera,MT,G786,0,0,75025,0,0
6796,Pomarico,Basilicata,,Matera,MT,G806,0,0,75016,0,0
6797,Rotondella,Basilicata,,Matera,MT,H591,0,0,75026,0,0
6798,Salandra,Basilicata,,Matera,MT,H687,0,0,75017,0,0
6799,San Giorgio Lucano,Basilicata,,Matera,MT,H888,0,0,75027,0,0
6800,San Mauro Forte,Basilicata,,Matera,MT,I029,0,0,75010,0,0
6801,Stigliano,Basilicata,,Matera,MT,I954,0,0,75018,0,0
6802,Tricarico,Basilicata,,Matera,MT,L418,0,0,75019,0,0
6803,Tursi,Basilicata,,Matera,MT,L477,0,0,75028,0,0
6804,Valsinni,Basilicata,,Matera,MT,D513,0,0,75029,0,0
6805,Scanzano Jonico,Basilicata,,Matera,MT,M256,0,0,75020,0,0
6806,Acquaformosa,Calabria,,Cosenza,CS,A033,0,0,87010,0,0
6807,Acquappesa,Calabria,,Cosenza,CS,A041,0,0,87020,0,0
6808,Acri,Calabria,,Cosenza,CS,A053,0,0,87041,0,0
6809,Aiello Calabro,Calabria,,Cosenza,CS,A102,0,0,87031,0,0
6810,Aieta,Calabria,,Cosenza,CS,A105,0,0,87020,0,0
6811,Albidona,Calabria,,Cosenza,CS,A160,0,0,87070,0,0
6812,Alessandria del Carretto,Calabria,,Cosenza,CS,A183,0,0,87070,0,0
6813,Altilia,Calabria,,Cosenza,CS,A234,0,0,87040,0,0
6814,Altomonte,Calabria,,Cosenza,CS,A240,0,0,87042,0,0
6815,Amantea,Calabria,,Cosenza,CS,A253,0,0,87032,0,0
6816,Amendolara,Calabria,,Cosenza,CS,A263,0,0,87071,0,0
6817,Aprigliano,Calabria,,Cosenza,CS,A340,0,0,87051,0,0
6818,Belmonte Calabro,Calabria,,Cosenza,CS,A762,0,0,87033,0,0
6819,Belsito,Calabria,,Cosenza,CS,A768,0,0,87030,0,0
6820,Belvedere Marittimo,Calabria,,Cosenza,CS,A773,0,0,87021,0,0
6821,Bianchi,Calabria,,Cosenza,CS,A842,0,0,87050,0,0
6822,Bisignano,Calabria,,Cosenza,CS,A887,0,0,87043,0,0
6823,Bocchigliero,Calabria,,Cosenza,CS,A912,0,0,87060,0,0
6824,Bonifati,Calabria,,Cosenza,CS,A973,0,0,87020,0,0
6825,Buonvicino,Calabria,,Cosenza,CS,B270,0,0,87020,0,0
6826,Calopezzati,Calabria,,Cosenza,CS,B424,0,0,87060,0,0
6827,Caloveto,Calabria,,Cosenza,CS,B426,0,0,87060,0,0
6828,Campana,Calabria,,Cosenza,CS,B500,0,0,87061,0,0
6829,Canna,Calabria,,Cosenza,CS,B607,0,0,87070,0,0
6830,Cariati,Calabria,,Cosenza,CS,B774,0,0,87062,0,0
6831,Carolei,Calabria,,Cosenza,CS,B802,0,0,87030,0,0
6832,Carpanzano,Calabria,,Cosenza,CS,B813,0,0,87050,0,0
6833,Casole Bruzio,Calabria,,Cosenza,CS,B983,0,0,87050,0,0
6834,Cassano all'Ionio,Calabria,,Cosenza,CS,C002,0,0,87011,0,0
6835,Castiglione Cosentino,Calabria,,Cosenza,CS,C301,0,0,87040,0,0
