id,name,region,metropolitan_area,province,province_initials,catastal_code,,,cap,,
1742,Rosate,Lombardia,Milano,,MI,H560,0,0,20088,0,0
1743,Rozzano,Lombardia,Milano,,MI,H623,0,0,20089,0,0
1744,San Colombano al Lambro,Lombardia,Milano,,MI,H803,0,0,20078,0,0
1745,San Donato Milanese,Lombardia,Milano,,MI,H827,0,0,20097,0,0
1746,San Giorgio su Legnano,Lombardia,Milano,,MI,H884,0,0,20010,0,0
1747,San Giuliano Milanese,Lombardia,Milano,,MI,H930,0,0,20098,0,0
1748,Santo Stefano Ticino,Lombardia,Milano,,MI,I361,0,0,20010,0,0
1749,San Vittore Olona,Lombardia,Milano,,MI,I409,0,0,20028,0,0
1750,San Zenone al Lambro,Lombardia,Milano,,MI,I415,0,0,20070,0,0
1751,Sedriano,Lombardia,Milano,,MI,I566,0,0,20018,0,0
1752,Segrate,Lombardia,Milano,,MI,I577,0,0,20090,0,0
1753,Senago,Lombardia,Milano,,MI,I602,0,0,20030,0,0
1754,Sesto San Giovanni,Lombardia,Milano,,MI,I690,0,0,20099,0,0
1755,Settala,Lombardia,Milano,,MI,I696,0,0,20090,0,0
1756,Settimo Milanese,Lombardia,Milano,,MI,I700,0,0,20019,0,0
1757,Solaro,Lombardia,Milano,,MI,I786,0,0,20020,0,0
1758,Trezzano Rosa,Lombardia,Milano,,MI,L408,0,0,20060,0,0
1759,Trezzano sul Naviglio,Lombardia,Milano,,MI,L409,0,0,20090,0,0
1760,Trezzo sull'Adda,Lombardia,Milano,,MI,L411,0,0,20056,0,0
1761,Tribiano,Lombardia,Milano,,MI,L415,0,0,20067,0,0
1762,Truccazzano,Lombardia,Milano,,MI,L454,0,0,20060,0,0
1763,Turbigo,Lombardia,Milano,,MI,L471,0,0,20029,0,0
1764,Vanzago,Lombardia,Milano,,MI,L665,0,0,20010,0,0
1765,Vaprio d'Adda,Lombardia,Milano,,MI,L667,0,0,20069,0,0
1766,Vermezzo,Lombardia,Milano,,MI,L768,0,0,20080,0,0
1767,Vernate,Lombardia,Milano,,MI,L773,0,0,20080,0,0
1768,Vignate,Lombardia,Milano,,MI,L883,0,0,20060,0,0
1769,Vimodrone,Lombardia,Milano,,MI,M053,0,0,20090,0,0
1770,Vittuone,Lombardia,Milano,,MI,M091,0,0,20010,0,0
1771,Vizzolo Predabissi,Lombardia,Milano,,MI,M102,0,0,20070,0,0
1772,Zelo Surrigone,Lombardia,Milano,,MI,M160,0,0,20080,0,0
1773,Zibido San Giacomo,Lombardia,Milano,,MI,M176,0,0,20080,0,0
1774,Villa Cortese,Lombardia,Milano,,MI,L928,0,0,20020,0,0
1775,Vanzaghello,Lombardia,Milano,,MI,L664,0,0,20020,0,0
1776,Baranzate,Lombardia,Milano,,MI,A618,0,0,20021,0,0
1777,Adrara San Martino,Lombardia,,Bergamo,BG,A057,0,0,24060,0,0
1778,Adrara San Rocco,Lombardia,,Bergamo,BG,A058,0,0,24060,0,0
1779,Albano Sant'Alessandro,Lombardia,,Bergamo,BG,A129,0,0,24061,0,0
1780,Albino,Lombardia,,Bergamo,BG,A163,0,0,24021,0,0
1781,Almè,Lombardia,,Bergamo,BG,A214,0,0,24011,0,0
1782,Almenno San Bartolomeo,Lombardia,,Bergamo,BG,A216,0,0,24030,0,0
1783,Almenno San Salvatore,Lombardia,,Bergamo,BG,A217,0,0,24031,0,0
1784,Alzano Lombardo,Lombardia,,Bergamo,BG,A246,0,0,24022,0,0
1785,Ambivere,Lombardia,,Bergamo,BG,A259,0,0,24030,0,0
1786,Antegnate,Lombardia,,Bergamo,BG,A304,0,0,24051,0,0
1787,Arcene,Lombardia,,Bergamo,BG,A365,0,0,24040,0,0
1788,Ardesio,Lombardia,,Bergamo,BG,A383,0,0,24020,0,0
1789,Arzago d'Adda,Lombardia,,Bergamo,BG,A440,0,0,24040,0,0
1790,Averara,Lombardia,,Bergamo,BG,A511,0,0,24010,0,0
1791,Aviatico,Lombardia,,Bergamo,BG,A517,0,0,24020,0,0
1792,Azzano San Paolo,Lombardia,,Bergamo,BG,A528,0,0,24052,0,0
1793,Azzone,Lombardia,,Bergamo,BG,A533,0,0,24020,0,0
1794,Bagnatica,Lombardia,,Bergamo,BG,A557,0,0,24060,0,0
1795,Barbata,Lombardia,,Bergamo,BG,A631,0,0,24040,0,0
1796,Bariano,Lombardia,,Bergamo,BG,A664,0,0,24050,0,0
1797,Barzana,Lombardia,,Bergamo,BG,A684,0,0,24030,0,0
1798,Bedulita,Lombardia,,Bergamo,BG,A732,0,0,24030,0,0
1799,Berbenno,Lombardia,,Bergamo,BG,A786,0,0,24030,0,0
1800,Bergamo,Lombardia,,Bergamo,BG,A794,1,1,24100,24129,24121
1801,Berzo San Fermo,Lombardia,,Bergamo,BG,A815,0,0,24060,0,0
1802,Bianzano,Lombardia,,Bergamo,BG,A846,0,0,24060,0,0
1803,Blello,Lombardia,,Bergamo,BG,A903,0,0,24010,0,0
1804,Bolgare,Lombardia,,Bergamo,BG,A937,0,0,24060,0,0
1805,Boltiere,Lombardia,,Bergamo,BG,A950,0,0,24040,0,0
1806,Bonate Sopra,Lombardia,,Bergamo,BG,A963,0,0,24040,0,0
1807,Bonate Sotto,Lombardia,,Bergamo,BG,A962,0,0,24040,0,0
1808,Borgo di Terzo,Lombardia,,Bergamo,BG,B010,0,0,24060,0,0
1809,Bossico,Lombardia,,Bergamo,BG,B083,0,0,24060,0,0
1810,Bottanuco,Lombardia,,Bergamo,BG,B088,0,0,24040,0,0
1811,Bracca,Lombardia,,Bergamo,BG,B112,0,0,24010,0,0
1812,Branzi,Lombardia,,Bergamo,BG,B123,0,0,24010,0,0
1813,Brembate,Lombardia,,Bergamo,BG,B137,0,0,24041,0,0
1814,Brembate di Sopra,Lombardia,,Bergamo,BG,B138,0,0,24030,0,0
1815,Brignano Gera d'Adda,Lombardia,,Bergamo,BG,B178,0,0,24053,0,0
1816,Brumano,Lombardia,,Bergamo,BG,B217,0,0,24037,0,0
1817,Brusaporto,Lombardia,,Bergamo,BG,B223,0,0,24060,0,0
1818,Calcinate,Lombardia,,Bergamo,BG,B393,0,0,24050,0,0
1819,Calcio,Lombardia,,Bergamo,BG,B395,0,0,24054,0,0
1820,Calusco d'Adda,Lombardia,,Bergamo,BG,B434,0,0,24033,0,0
1821,Calvenzano,Lombardia,,Bergamo,BG,B442,0,0,24040,0,0
1822,Camerata Cornello,Lombardia,,Bergamo,BG,B471,0,0,24010,0,0
1823,Canonica d'Adda,Lombardia,,Bergamo,BG,B618,0,0,24040,0,0
1824,Capizzone,Lombardia,,Bergamo,BG,B661,0,0,24030,0,0
1825,Capriate San Gervasio,Lombardia,,Bergamo,BG,B703,0,0,24042,0,0
1826,Caprino Bergamasco,Lombardia,,Bergamo,BG,B710,0,0,24030,0,0
1827,Caravaggio,Lombardia,,Bergamo,BG,B731,0,0,24043,0,0
1828,Carobbio degli Angeli,Lombardia,,Bergamo,BG,B801,0,0,24060,0,0
1829,Carona,Lombardia,,Bergamo,BG,B803,0,0,24010,0,0
1830,Carvico,Lombardia,,Bergamo,BG,B854,0,0,24030,0,0
1831,Casazza,Lombardia,,Bergamo,BG,B947,0,0,24060,0,0
1832,Casirate d'Adda,Lombardia,,Bergamo,BG,B971,0,0,24040,0,0
1833,Casnigo,Lombardia,,Bergamo,BG,B978,0,0,24020,0,0
1834,Cassiglio,Lombardia,,Bergamo,BG,C007,0,0,24010,0,0
1835,Castelli Calepio,Lombardia,,Bergamo,BG,C079,0,0,24060,0,0
1836,Castel Rozzone,Lombardia,,Bergamo,BG,C255,0,0,24040,0,0
1837,Castione della Presolana,Lombardia,,Bergamo,BG,C324,0,0,24020,0,0
1838,Castro,Lombardia,,Bergamo,BG,C337,0,0,73030,0,0
1839,Cavernago,Lombardia,,Bergamo,BG,C396,0,0,24050,0,0
1840,Cazzano Sant'Andrea,Lombardia,,Bergamo,BG,C410,0,0,24026,0,0
1841,Cenate Sopra,Lombardia,,Bergamo,BG,C456,0,0,24060,0,0
1842,Cenate Sotto,Lombardia,,Bergamo,BG,C457,0,0,24069,0,0
1843,Cene,Lombardia,,Bergamo,BG,C459,0,0,24020,0,0
1844,Cerete,Lombardia,,Bergamo,BG,C506,0,0,24020,0,0
1845,Chignolo d'Isola,Lombardia,,Bergamo,BG,C635,0,0,24040,0,0
1846,Chiuduno,Lombardia,,Bergamo,BG,C649,0,0,24060,0,0
1847,Cisano Bergamasco,Lombardia,,Bergamo,BG,C728,0,0,24034,0,0
1848,Ciserano,Lombardia,,Bergamo,BG,C730,0,0,24040,0,0
1849,Cividate al Piano,Lombardia,,Bergamo,BG,C759,0,0,24050,0,0
1850,Clusone,Lombardia,,Bergamo,BG,C800,0,0,24023,0,0
1851,Colere,Lombardia,,Bergamo,BG,C835,0,0,24020,0,0
1852,Cologno al Serio,Lombardia,,Bergamo,BG,C894,0,0,24055,0,0
1853,Colzate,Lombardia,,Bergamo,BG,C910,0,0,24020,0,0
1854,Comun Nuovo,Lombardia,,Bergamo,BG,C937,0,0,24040,0,0
1855,Corna Imagna,Lombardia,,Bergamo,BG,D015,0,0,24030,0,0
1856,Cortenuova,Lombardia,,Bergamo,BG,D066,0,0,24050,0,0
1857,Costa di Mezzate,Lombardia,,Bergamo,BG,D110,0,0,24060,0,0
1858,Costa Valle Imagna,Lombardia,,Bergamo,BG,D103,0,0,24030,0,0
1859,Costa Volpino,Lombardia,,Bergamo,BG,D117,0,0,24062,0,0
1860,Covo,Lombardia,,Bergamo,BG,D126,0,0,24050,0,0
1861,Credaro,Lombardia,,Bergamo,BG,D139,0,0,24060,0,0
1862,Curno,Lombardia,,Bergamo,BG,D221,0,0,24035,0,0
1863,Cusio,Lombardia,,Bergamo,BG,D233,0,0,24010,0,0
1864,Dalmine,Lombardia,,Bergamo,BG,D245,0,0,24044,0,0
1865,Dossena,Lombardia,,Bergamo,BG,D352,0,0,24010,0,0
1866,Endine Gaiano,Lombardia,,Bergamo,BG,D406,0,0,24060,0,0
1867,Entratico,Lombardia,,Bergamo,BG,D411,0,0,24060,0,0
1868,Fara Gera d'Adda,Lombardia,,Bergamo,BG,D490,0,0,24045,0,0
1869,Fara Olivana con Sola,Lombardia,,Bergamo,BG,D491,0,0,24058,0,0
1870,Filago,Lombardia,,Bergamo,BG,D588,0,0,24040,0,0
1871,Fino del Monte,Lombardia,,Bergamo,BG,D604,0,0,24020,0,0
1872,Fiorano al Serio,Lombardia,,Bergamo,BG,D606,0,0,24020,0,0
1873,Fontanella,Lombardia,,Bergamo,BG,D672,0,0,24056,0,0
1874,Fonteno,Lombardia,,Bergamo,BG,D684,0,0,24060,0,0
1875,Foppolo,Lombardia,,Bergamo,BG,D688,0,0,24010,0,0
1876,Foresto Sparso,Lombardia,,Bergamo,BG,D697,0,0,24060,0,0
1877,Fornovo San Giovanni,Lombardia,,Bergamo,BG,D727,0,0,24040,0,0
1878,Fuipiano Valle Imagna,Lombardia,,Bergamo,BG,D817,0,0,24030,0,0
1879,Gandellino,Lombardia,,Bergamo,BG,D903,0,0,24020,0,0
1880,Gandino,Lombardia,,Bergamo,BG,D905,0,0,24024,0,0
1881,Gandosso,Lombardia,,Bergamo,BG,D906,0,0,24060,0,0
1882,Gaverina Terme,Lombardia,,Bergamo,BG,D943,0,0,24060,0,0
1883,Gazzaniga,Lombardia,,Bergamo,BG,D952,0,0,24025,0,0
1884,Ghisalba,Lombardia,,Bergamo,BG,E006,0,0,24050,0,0
1885,Gorlago,Lombardia,,Bergamo,BG,E100,0,0,24060,0,0
1886,Gorle,Lombardia,,Bergamo,BG,E103,0,0,24020,0,0
1887,Gorno,Lombardia,,Bergamo,BG,E106,0,0,24020,0,0
1888,Grassobbio,Lombardia,,Bergamo,BG,E148,0,0,24050,0,0
1889,Gromo,Lombardia,,Bergamo,BG,E189,0,0,24020,0,0
1890,Grone,Lombardia,,Bergamo,BG,E192,0,0,24060,0,0
1891,Grumello del Monte,Lombardia,,Bergamo,BG,E219,0,0,24064,0,0
1892,Isola di Fondra,Lombardia,,Bergamo,BG,E353,0,0,24010,0,0
1893,Isso,Lombardia,,Bergamo,BG,E370,0,0,24040,0,0
1894,Lallio,Lombardia,,Bergamo,BG,E422,0,0,24040,0,0
1895,Leffe,Lombardia,,Bergamo,BG,E509,0,0,24026,0,0
1896,Lenna,Lombardia,,Bergamo,BG,E524,0,0,24010,0,0
1897,Levate,Lombardia,,Bergamo,BG,E562,0,0,24040,0,0
1898,Locatello,Lombardia,,Bergamo,BG,E640,0,0,24030,0,0
1899,Lovere,Lombardia,,Bergamo,BG,E704,0,0,24065,0,0
1900,Lurano,Lombardia,,Bergamo,BG,E751,0,0,24050,0,0
1901,Luzzana,Lombardia,,Bergamo,BG,E770,0,0,24069,0,0
1902,Madone,Lombardia,,Bergamo,BG,E794,0,0,24040,0,0
1903,Mapello,Lombardia,,Bergamo,BG,E901,0,0,24030,0,0
1904,Martinengo,Lombardia,,Bergamo,BG,E987,0,0,24057,0,0
1905,Mezzoldo,Lombardia,,Bergamo,BG,F186,0,0,24010,0,0
1906,Misano di Gera d'Adda,Lombardia,,Bergamo,BG,F243,0,0,24040,0,0
1907,Moio de' Calvi,Lombardia,,Bergamo,BG,F276,0,0,24010,0,0
1908,Monasterolo del Castello,Lombardia,,Bergamo,BG,F328,0,0,24060,0,0
1909,Montello,Lombardia,,Bergamo,BG,F547,0,0,24060,0,0
1910,Morengo,Lombardia,,Bergamo,BG,F720,0,0,24050,0,0
1911,Mornico al Serio,Lombardia,,Bergamo,BG,F738,0,0,24050,0,0
1912,Mozzanica,Lombardia,,Bergamo,BG,F786,0,0,24050,0,0
1913,Mozzo,Lombardia,,Bergamo,BG,F791,0,0,24030,0,0
1914,Nembro,Lombardia,,Bergamo,BG,F864,0,0,24027,0,0
1915,Olmo al Brembo,Lombardia,,Bergamo,BG,G049,0,0,24010,0,0
1916,Oltre il Colle,Lombardia,,Bergamo,BG,G050,0,0,24013,0,0
1917,Oltressenda Alta,Lombardia,,Bergamo,BG,G054,0,0,24020,0,0
1918,Oneta,Lombardia,,Bergamo,BG,G068,0,0,24020,0,0
1919,Onore,Lombardia,,Bergamo,BG,G075,0,0,24020,0,0
1920,Orio al Serio,Lombardia,,Bergamo,BG,G108,0,0,24050,0,0
1921,Ornica,Lombardia,,Bergamo,BG,G118,0,0,24010,0,0
1922,Osio Sopra,Lombardia,,Bergamo,BG,G159,0,0,24040,0,0
1923,Osio Sotto,Lombardia,,Bergamo,BG,G160,0,0,24046,0,0
1924,Pagazzano,Lombardia,,Bergamo,BG,G233,0,0,24040,0,0
1925,Paladina,Lombardia,,Bergamo,BG,G249,0,0,24030,0,0
1926,Palazzago,Lombardia,,Bergamo,BG,G259,0,0,24030,0,0
1927,Palosco,Lombardia,,Bergamo,BG,G295,0,0,24050,0,0
1928,Parre,Lombardia,,Bergamo,BG,G346,0,0,24020,0,0
1929,Parzanica,Lombardia,,Bergamo,BG,G350,0,0,24060,0,0
1930,Pedrengo,Lombardia,,Bergamo,BG,G412,0,0,24066,0,0
1931,Peia,Lombardia,,Bergamo,BG,G418,0,0,24020,0,0
1932,Pianico,Lombardia,,Bergamo,BG,G564,0,0,24060,0,0
1933,Piario,Lombardia,,Bergamo,BG,G574,0,0,24020,0,0
1934,Piazza Brembana,Lombardia,,Bergamo,BG,G579,0,0,24014,0,0
1935,Piazzatorre,Lombardia,,Bergamo,BG,G583,0,0,24010,0,0
1936,Piazzolo,Lombardia,,Bergamo,BG,G588,0,0,24010,0,0
1937,Pognano,Lombardia,,Bergamo,BG,G774,0,0,24040,0,0
1938,Ponte Nossa,Lombardia,,Bergamo,BG,F941,0,0,24028,0,0
1939,Ponteranica,Lombardia,,Bergamo,BG,G853,0,0,24010,0,0
1940,Ponte San Pietro,Lombardia,,Bergamo,BG,G856,0,0,24036,0,0
1941,Pontida,Lombardia,,Bergamo,BG,G864,0,0,24030,0,0
1942,Pontirolo Nuovo,Lombardia,,Bergamo,BG,G867,0,0,24040,0,0
1943,Pradalunga,Lombardia,,Bergamo,BG,G968,0,0,24020,0,0
1944,Predore,Lombardia,,Bergamo,BG,H020,0,0,24060,0,0
1945,Premolo,Lombardia,,Bergamo,BG,H036,0,0,24020,0,0
1946,Presezzo,Lombardia,,Bergamo,BG,H046,0,0,24030,0,0
1947,Pumenengo,Lombardia,,Bergamo,BG,H091,0,0,24050,0,0
1948,Ranica,Lombardia,,Bergamo,BG,H176,0,0,24020,0,0
1949,Ranzanico,Lombardia,,Bergamo,BG,H177,0,0,24060,0,0
1950,Riva di Solto,Lombardia,,Bergamo,BG,H331,0,0,24060,0,0
1951,Rogno,Lombardia,,Bergamo,BG,H492,0,0,24060,0,0
1952,Romano di Lombardia,Lombardia,,Bergamo,BG,H509,0,0,24058,0,0
1953,Roncobello,Lombardia,,Bergamo,BG,H535,0,0,24010,0,0
1954,Roncola,Lombardia,,Bergamo,BG,H544,0,0,24030,0,0
1955,Rota d'Imagna,Lombardia,,Bergamo,BG,H584,0,0,24037,0,0
1956,Rovetta,Lombardia,,Bergamo,BG,H615,0,0,24020,0,0
1957,San Giovanni Bianco,Lombardia,,Bergamo,BG,H910,0,0,24015,0,0
1958,San Paolo d'Argon,Lombardia,,Bergamo,BG,B310,0,0,24060,0,0
1959,San Pellegrino Terme,Lombardia,,Bergamo,BG,I079,0,0,24016,0,0
1960,Santa Brigida,Lombardia,,Bergamo,BG,I168,0,0,24010,0,0
1961,Sarnico,Lombardia,,Bergamo,BG,I437,0,0,24067,0,0
1962,Scanzorosciate,Lombardia,,Bergamo,BG,I506,0,0,24020,0,0
1963,Schilpario,Lombardia,,Bergamo,BG,I530,0,0,24020,0,0
1964,Sedrina,Lombardia,,Bergamo,BG,I567,0,0,24010,0,0
1965,Selvino,Lombardia,,Bergamo,BG,I597,0,0,24020,0,0
1966,Seriate,Lombardia,,Bergamo,BG,I628,0,0,24068,0,0
1967,Serina,Lombardia,,Bergamo,BG,I629,0,0,24017,0,0
1968,Solto Collina,Lombardia,,Bergamo,BG,I812,0,0,24060,0,0
1969,Songavazzo,Lombardia,,Bergamo,BG,I830,0,0,24020,0,0
1970,Sorisole,Lombardia,,Bergamo,BG,I858,0,0,24010,0,0
1971,Sotto il Monte Giovanni XXIII,Lombardia,,Bergamo,BG,I869,0,0,24039,0,0
1972,Sovere,Lombardia,,Bergamo,BG,I873,0,0,24060,0,0
1973,Spinone al Lago,Lombardia,,Bergamo,BG,I916,0,0,24060,0,0
1974,Spirano,Lombardia,,Bergamo,BG,I919,0,0,24050,0,0
1975,Stezzano,Lombardia,,Bergamo,BG,I951,0,0,24040,0,0
1976,Strozza,Lombardia,,Bergamo,BG,I986,0,0,24030,0,0
1977,Suisio,Lombardia,,Bergamo,BG,I997,0,0,24040,0,0
1978,Taleggio,Lombardia,,Bergamo,BG,L037,0,0,24010,0,0
1979,Tavernola Bergamasca,Lombardia,,Bergamo,BG,L073,0,0,24060,0,0
1980,Telgate,Lombardia,,Bergamo,BG,L087,0,0,24060,0,0
1981,Terno d'Isola,Lombardia,,Bergamo,BG,L118,0,0,24030,0,0
1982,Torre Boldone,Lombardia,,Bergamo,BG,L251,0,0,24020,0,0
1983,Torre de' Roveri,Lombardia,,Bergamo,BG,L265,0,0,24060,0,0
1984,Torre Pallavicina,Lombardia,,Bergamo,BG,L276,0,0,24050,0,0
1985,Trescore Balneario,Lombardia,,Bergamo,BG,L388,0,0,24069,0,0
1986,Treviglio,Lombardia,,Bergamo,BG,L400,0,0,24047,0,0
1987,Treviolo,Lombardia,,Bergamo,BG,L404,0,0,24048,0,0
1988,Ubiale Clanezzo,Lombardia,,Bergamo,BG,C789,0,0,24010,0,0
1989,Urgnano,Lombardia,,Bergamo,BG,L502,0,0,24059,0,0
1990,Valbondione,Lombardia,,Bergamo,BG,L544,0,0,24020,0,0
1991,Valbrembo,Lombardia,,Bergamo,BG,L545,0,0,24030,0,0
1992,Valgoglio,Lombardia,,Bergamo,BG,L579,0,0,24020,0,0
1993,Valleve,Lombardia,,Bergamo,BG,L623,0,0,24010,0,0
1994,Valnegra,Lombardia,,Bergamo,BG,L642,0,0,24010,0,0
1995,Valtorta,Lombardia,,Bergamo,BG,L655,0,0,24010,0,0
1996,Vedeseta,Lombardia,,Bergamo,BG,L707,0,0,24010,0,0
1997,Verdellino,Lombardia,,Bergamo,BG,L752,0,0,24040,0,0
1998,Verdello,Lombardia,,Bergamo,BG,L753,0,0,24049,0,0
1999,Vertova,Lombardia,,Bergamo,BG,L795,0,0,24029,0,0
2000,Viadanica,Lombardia,,Bergamo,BG,L827,0,0,24060,0,0
2001,Vigano San Martino,Lombardia,,Bergamo,BG,L865,0,0,24060,0,0
2002,Vigolo,Lombardia,,Bergamo,BG,L894,0,0,24060,0,0
2003,Villa d'Adda,Lombardia,,Bergamo,BG,L929,0,0,24030,0,0
2004,Villa d'Almè,Lombardia,,Bergamo,BG,A215,0,0,24040,0,0
2005,Villa di Serio,Lombardia,,Bergamo,BG,L936,0,0,24020,0,0
2006,Villa d'Ogna,Lombardia,,Bergamo,BG,L938,0,0,24020,0,0
2007,Villongo,Lombardia,,Bergamo,BG,M045,0,0,24060,0,0
2008,Vilminore di Scalve,Lombardia,,Bergamo,BG,M050,0,0,24020,0,0
2009,Zandobbio,Lombardia,,Bergamo,BG,M144,0,0,24060,0,0
2010,Zanica,Lombardia,,Bergamo,BG,M147,0,0,24050,0,0
2011,Zogno,Lombardia,,Bergamo,BG,M184,0,0,24019,0,0
2012,Costa Serina,Lombardia,,Bergamo,BG,D111,0,0,24010,0,0
2013,Algua,Lombardia,,Bergamo,BG,A193,0,0,24010,0,0
2014,Cornalba,Lombardia,,Bergamo,BG,D016,0,0,24017,0,0
2015,Medolago,Lombardia,,Bergamo,BG,F085,0,0,24030,0,0
2016,Solza,Lombardia,,Bergamo,BG,I813,0,0,24030,0,0
2017,Sant'Omobono Terme,Lombardia,,Bergamo,BG,M333,0,0,24038,0,0
2018,Val Brembilla,Lombardia,,Bergamo,BG,M334,0,0,24030,0,0
2019,Acquafredda,Lombardia,,Brescia,BS,A034,0,0,25010,0,0
2020,Adro,Lombardia,,Brescia,BS,A060,0,0,25030,0,0
2021,Agnosine,Lombardia,,Brescia,BS,A082,0,0,25071,0,0
2022,Alfianello,Lombardia,,Brescia,BS,A188,0,0,25020,0,0
2023,Anfo,Lombardia,,Brescia,BS,A288,0,0,25070,0,0
2024,Angolo Terme,Lombardia,,Brescia,BS,A293,0,0,25040,0,0
2025,Artogne,Lombardia,,Brescia,BS,A451,0,0,25040,0,0
2026,Azzano Mella,Lombardia,,Brescia,BS,A529,0,0,25020,0,0
2027,Bagnolo Mella,Lombardia,,Brescia,BS,A569,0,0,25021,0,0
2028,Bagolino,Lombardia,,Brescia,BS,A578,0,0,25072,0,0
2029,Barbariga,Lombardia,,Brescia,BS,A630,0,0,25030,0,0
2030,Barghe,Lombardia,,Brescia,BS,A661,0,0,25070,0,0
2031,Bassano Bresciano,Lombardia,,Brescia,BS,A702,0,0,25020,0,0
2032,Bedizzole,Lombardia,,Brescia,BS,A729,0,0,25081,0,0
2033,Berlingo,Lombardia,,Brescia,BS,A799,0,0,25030,0,0
2034,Berzo Demo,Lombardia,,Brescia,BS,A816,0,0,25040,0,0
2035,Berzo Inferiore,Lombardia,,Brescia,BS,A817,0,0,25040,0,0
2036,Bienno,Lombardia,,Brescia,BS,A861,0,0,25040,0,0
2037,Bione,Lombardia,,Brescia,BS,A878,0,0,25070,0,0
2038,Borgo San Giacomo,Lombardia,,Brescia,BS,B035,0,0,25022,0,0
2039,Borgosatollo,Lombardia,,Brescia,BS,B040,0,0,25010,0,0
2040,Borno,Lombardia,,Brescia,BS,B054,0,0,25042,0,0
2041,Botticino,Lombardia,,Brescia,BS,B091,0,0,25082,0,0
2042,Bovegno,Lombardia,,Brescia,BS,B100,0,0,25061,0,0
2043,Bovezzo,Lombardia,,Brescia,BS,B102,0,0,25073,0,0
2044,Brandico,Lombardia,,Brescia,BS,B120,0,0,25030,0,0
2045,Braone,Lombardia,,Brescia,BS,B124,0,0,25040,0,0
2046,Breno,Lombardia,,Brescia,BS,B149,0,0,25043,0,0
2047,Brescia,Lombardia,,Brescia,BS,B157,1,1,25100,25136,25121
2048,Brione,Lombardia,,Brescia,BS,B184,0,0,38083,0,0
2049,Caino,Lombardia,,Brescia,BS,B365,0,0,25070,0,0
2050,Calcinato,Lombardia,,Brescia,BS,B394,0,0,25011,0,0
2051,Calvagese della Riviera,Lombardia,,Brescia,BS,B436,0,0,25080,0,0
2052,Calvisano,Lombardia,,Brescia,BS,B450,0,0,25012,0,0
2053,Capo di Ponte,Lombardia,,Brescia,BS,B664,0,0,25044,0,0
2054,Capovalle,Lombardia,,Brescia,BS,B676,0,0,25070,0,0
2055,Capriano del Colle,Lombardia,,Brescia,BS,B698,0,0,25020,0,0
2056,Capriolo,Lombardia,,Brescia,BS,B711,0,0,25031,0,0
2057,Carpenedolo,Lombardia,,Brescia,BS,B817,0,0,25013,0,0
2058,Castegnato,Lombardia,,Brescia,BS,C055,0,0,25045,0,0
2059,Castelcovati,Lombardia,,Brescia,BS,C072,0,0,25030,0,0
2060,Castel Mella,Lombardia,,Brescia,BS,C208,0,0,25030,0,0
2061,Castenedolo,Lombardia,,Brescia,BS,C293,0,0,25014,0,0
2062,Casto,Lombardia,,Brescia,BS,C330,0,0,25070,0,0
2063,Castrezzato,Lombardia,,Brescia,BS,C332,0,0,25030,0,0
2064,Cazzago San Martino,Lombardia,,Brescia,BS,C408,0,0,25046,0,0
2065,Cedegolo,Lombardia,,Brescia,BS,C417,0,0,25051,0,0
2066,Cellatica,Lombardia,,Brescia,BS,C439,0,0,25060,0,0
2067,Cerveno,Lombardia,,Brescia,BS,C549,0,0,25040,0,0
2068,Ceto,Lombardia,,Brescia,BS,C585,0,0,25040,0,0
2069,Cevo,Lombardia,,Brescia,BS,C591,0,0,25040,0,0
2070,Chiari,Lombardia,,Brescia,BS,C618,0,0,25032,0,0
2071,Cigole,Lombardia,,Brescia,BS,C685,0,0,25020,0,0
2072,Cimbergo,Lombardia,,Brescia,BS,C691,0,0,25050,0,0
2073,Cividate Camuno,Lombardia,,Brescia,BS,C760,0,0,25040,0,0
2074,Coccaglio,Lombardia,,Brescia,BS,C806,0,0,25030,0,0
2075,Collebeato,Lombardia,,Brescia,BS,C850,0,0,25060,0,0
2076,Collio,Lombardia,,Brescia,BS,C883,0,0,25060,0,0
2077,Cologne,Lombardia,,Brescia,BS,C893,0,0,25033,0,0
2078,Comezzano-Cizzago,Lombardia,,Brescia,BS,C925,0,0,25030,0,0
2079,Concesio,Lombardia,,Brescia,BS,C948,0,0,25062,0,0
2080,Corte Franca,Lombardia,,Brescia,BS,D058,0,0,25040,0,0
2081,Corteno Golgi,Lombardia,,Brescia,BS,D064,0,0,25040,0,0
2082,Corzano,Lombardia,,Brescia,BS,D082,0,0,25030,0,0
2083,Darfo Boario Terme,Lombardia,,Brescia,BS,D251,0,0,25047,0,0
2084,Dello,Lombardia,,Brescia,BS,D270,0,0,25020,0,0
2085,Desenzano del Garda,Lombardia,,Brescia,BS,D284,0,0,25015,0,0
2086,Edolo,Lombardia,,Brescia,BS,D391,0,0,25048,0,0
2087,Erbusco,Lombardia,,Brescia,BS,D421,0,0,25030,0,0
2088,Esine,Lombardia,,Brescia,BS,D434,0,0,25040,0,0
2089,Fiesse,Lombardia,,Brescia,BS,D576,0,0,25020,0,0
2090,Flero,Lombardia,,Brescia,BS,D634,0,0,25020,0,0
2091,Gambara,Lombardia,,Brescia,BS,D891,0,0,25020,0,0
2092,Gardone Riviera,Lombardia,,Brescia,BS,D917,0,0,25083,0,0
